gene_id	n_variants	mean_fst	max_fst	fst_YRI_vs_CEU	fst_YRI_vs_CHB	fst_CEU_vs_CHB	in_sweep	n_conv_groups	max_h12
KIF5A	28	0.035128	0.074456	0.061895	0.015471	0.023818	False	0	0.0
CORO2A	43	0.035126	0.072081	0.029857	0.072081	0.029028	False	0	0.0
PNMT	29	0.035115	0.069983	0.053654	0.069983	0.015002	False	0	0.0
LOC124903723	15	0.035108	0.069825	0.031459	0.036204	0.069825	False	0	0.0
ORAI3	18	0.035104	0.036497	0.034994	0.03382	None	False	0	0.0
IGLVVI-22-1	11	0.035103	0.090378	0.016365	0.032518	0.090378	False	0	0.0
PRSS21	39	0.035101	0.059202	0.018678	0.046378	0.032164	False	0	0.0
IGLV2-34	25	0.035096	0.085331	0.034676	0.038127	0.085331	False	0	0.0
STRIP1	35	0.035092	0.05856	0.051964	0.05856	0.012749	False	0	0.0
CFAP43	72	0.03509	0.053694	0.042058	0.036355	0.053694	False	0	0.0
NPM3	6	0.035089	0.036576	None	None	None	False	0	0.0
ZNF32	18	0.035088	0.047913	0.047913	0.045346	0.0	False	0	0.0
TSR3	22	0.035085	0.050301	0.045713	0.050301	0.001077	False	0	0.0
LOC105372853	3	0.035082	0.05936	0.0	0.05936	None	False	0	0.0
METTL6	28	0.035082	0.062205	0.054061	0.058833	0.0	False	0	0.0
MEX3A	13	0.035076	0.070151	None	None	None	False	0	0.0
TNKS	64	0.035074	0.067671	0.013512	0.037708	0.067671	False	0	0.0
METRNL	62	0.035073	0.050558	0.047777	0.031952	0.050558	False	0	0.0
ANAPC15	9	0.035071	0.06228	0.06228	0.024421	None	False	0	0.0
SMG5	45	0.03506	0.082795	0.082795	0.034957	0.012546	False	0	0.0
NPHP3-ACAD11	15	0.035051	0.045562	0.032056	0.030515	0.045562	False	0	0.0
ITGA2	63	0.035045	0.083321	0.024817	0.083321	0.026488	False	0	0.0
GNPTG	40	0.035041	0.036843	0.033959	0.036843	None	False	0	0.0
ARIH2	37	0.035037	0.066124	0.066124	0.029913	0.017552	False	0	0.0
SPINK14	6	0.035029	0.065327	None	None	None	False	0	0.0
MANEAL	26	0.035021	0.04735	0.04735	0.045264	0.027541	False	0	0.0
FAM222A-AS1	7	0.035019	0.08078	0.016369	0.024335	0.08078	False	0	0.0
FOXE3	21	0.035018	0.070516	0.043747	0.038984	0.070516	False	0	0.0
GPR3	16	0.035018	0.036497	0.032059	0.036497	None	False	0	0.0
OR2M2	34	0.035014	0.097579	0.008647	0.097579	0.064874	False	0	0.0
OXGR1	22	0.034992	0.065565	0.046749	0.062644	0.0	False	0	0.0
LOC105370372	5	0.03499	0.072225	0.048861	0.0	0.053171	False	0	0.0
PLLP	8	0.034988	0.043575	0.041369	0.043575	None	False	0	0.0
MEIS1	11	0.034982	0.05696	0.013005	None	None	False	0	0.0
NUDT14	16	0.034964	0.054599	0.046087	0.054599	0.014557	False	0	0.0
ARHGAP11A	56	0.034956	0.057364	0.050491	0.057029	0.005271	False	0	0.0
CALM1	12	0.034946	0.036723	0.0351	0.033016	None	False	0	0.0
SPG11	112	0.034939	0.060533	0.019847	0.032335	0.032156	False	0	0.0
LOC105372250	10	0.034938	0.047996	0.047898	0.047996	None	False	0	0.0
SSTR4	35	0.034926	0.066579	0.028706	0.040814	0.028274	False	0	0.0
CCDC17	43	0.034922	0.069622	0.011861	0.056271	0.019012	False	0	0.0
MARS2	25	0.034921	0.045021	0.045021	0.044179	None	False	0	0.0
SYNC	38	0.034915	0.068669	0.068669	0.030442	0.032828	False	0	0.0
TRAPPC6B	11	0.034909	0.078228	0.078228	0.018096	None	False	0	0.0
SLC37A3	48	0.0349	0.060757	0.05209	0.060757	0.0	False	0	0.0
LRRC8E	69	0.034889	0.056814	0.041955	0.026947	0.056814	False	0	0.0
PNMA8A	38	0.034886	0.086322	0.018938	0.040594	0.001838	False	0	0.0
C3orf62	17	0.034884	0.051321	0.037473	0.030323	0.01387	False	0	0.0
TFR2	56	0.034878	0.080401	0.080401	0.024793	0.018929	False	0	0.0
SRGAP2B	50	0.034871	0.069421	0.028751	0.062201	0.069421	False	0	0.0
LOC105375922	4	0.034865	0.034865	0.034865	None	None	False	0	0.0
CBX7	10	0.034855	0.034855	None	None	None	False	0	0.0
PET100	7	0.034852	0.063482	0.009613	0.057886	0.063482	False	0	0.0
ARMC7	29	0.034847	0.03991	0.03991	0.03527	0.02549	False	0	0.0
TNFRSF13C	16	0.03484	0.068499	0.058003	0.035904	0.011796	False	0	0.0
PRSS57	42	0.034826	0.090229	0.007415	0.062124	0.090229	False	0	0.0
ANKZF1	66	0.034825	0.058595	0.050141	0.019947	0.058595	False	0	0.0
TCL1A	17	0.034806	0.088789	0.004508	0.07528	0.088789	False	0	0.0
PTCHD4	58	0.034801	0.089359	0.044111	0.089359	0.004637	False	0	0.0
C14orf93	62	0.034777	0.059018	0.059018	0.056449	0.0	False	0	0.0
PPIF	21	0.03477	0.05259	0.046924	0.05259	0.016089	False	0	0.0
LOC124904773	6	0.03476	0.054313	0.032218	0.054313	None	False	0	0.0
TMEM123	17	0.034758	0.048308	0.048308	0.040446	0.029715	False	0	0.0
GMCL1	31	0.034737	0.083704	0.03315	0.012273	0.005349	False	0	0.0
OR1K1	30	0.034724	0.071485	0.040681	0.071485	0.030723	False	0	0.0
ZBTB8B	22	0.034721	0.048917	0.048801	0.048917	None	False	0	0.0
LOC100132154	4	0.034719	0.034719	0.034719	None	None	False	0	0.0
TMED9	9	0.034718	0.04619	0.014052	0.04619	None	False	0	0.0
ZGRF1	107	0.034717	0.047682	0.03681	0.019607	0.035729	False	0	0.0
XKR7	25	0.03471	0.072132	0.050221	0.072132	0.005914	False	0	0.0
PRAMEF33	66	0.034708	0.061662	0.061662	0.055323	0.008829	False	0	0.0
WBP1L	26	0.034694	0.061197	0.032943	0.061197	0.037286	False	0	0.0
ZNF727	41	0.034691	0.057364	0.035034	0.057364	0.045833	False	0	0.0
LOC105370338	3	0.034684	0.034684	None	None	None	False	0	0.0
KLF6	15	0.034683	0.044956	0.042259	0.039037	0.01248	False	0	0.0
TMEM14B	31	0.03465	0.046632	0.046632	0.035504	0.043223	False	0	0.0
LOC107984710	4	0.034638	0.066238	0.0	None	0.037676	False	0	0.0
SLC8B1	53	0.034612	0.072545	0.030973	0.024764	0.072545	False	0	0.0
ALDH3B1	43	0.034611	0.055045	0.055045	0.037942	0.0	False	0	0.0
PRR3	20	0.034604	0.073733	0.073733	0.021368	0.021334	False	0	0.0
BRPF3	52	0.034603	0.0532	0.048506	0.029841	0.041468	False	0	0.0
RGS9	29	0.034598	0.042763	0.037982	0.042763	0.03841	False	0	0.0
LOC105375291	6	0.034587	0.085398	0.015983	0.085398	None	False	0	0.0
QARS1	33	0.034583	0.076766	0.076766	0.025918	0.016658	False	0	0.0
TRIM63	25	0.03458	0.073122	0.031876	0.003443	0.016586	False	0	0.0
ZNF207	15	0.034577	0.055433	0.055433	0.053912	0.009624	False	0	0.0
UQCRC1	23	0.034566	0.040123	0.032969	0.040123	0.038061	False	0	0.0
DEFB110	10	0.034564	0.035755	0.032184	0.035755	None	False	0	0.0
SCGB1B2P	8	0.034551	0.045906	0.028421	0.045906	None	False	0	0.0
LOC105375026	3	0.034544	0.034544	0.034544	None	None	False	0	0.0
DTX3L	23	0.034541	0.067099	0.040705	0.067099	0.007792	False	0	0.0
ADARB1	130	0.034526	0.06836	0.06836	0.04135	0.013031	False	0	0.0
MORF4L1	17	0.034513	0.088736	0.0	0.088736	0.073586	False	0	0.0
DERPC	30	0.034509	0.074347	0.026563	0.074347	0.027345	False	0	0.0
LOC107986104	6	0.034507	0.063579	0.036176	0.003766	None	False	0	0.0
DNTTIP1	12	0.034502	0.057918	0.016637	0.024599	0.038852	False	0	0.0
PTGDR	22	0.034497	0.050213	0.036827	0.050213	0.041901	False	0	0.0
CCT8	24	0.034489	0.050286	0.046169	0.049207	0.020608	False	0	0.0
SLC6A10P	6	0.034488	0.036496	None	0.032481	None	False	0	0.0
PLPPR2	25	0.034485	0.083886	0.042899	0.018102	0.019201	False	0	0.0
SHISA4	12	0.034478	0.034478	None	None	None	False	0	0.0
GGH	15	0.034477	0.069953	0.066909	0.026474	0.009048	False	0	0.0
CYB5A	16	0.034476	0.060195	0.060195	0.035495	0.026745	False	0	0.0
SLC39A7	27	0.034474	0.083182	0.036326	0.031066	0.000202	False	0	0.0
TM6SF1	33	0.034467	0.058497	0.055413	0.001535	0.058497	False	0	0.0
VDAC1	29	0.03446	0.05897	0.012572	0.033864	0.033116	False	0	0.0
TRAV18	10	0.034447	0.034447	None	None	None	False	0	0.0
ERGIC2	11	0.034445	0.051215	0.051215	0.040053	0.0	False	0	0.0
LOC124907900	17	0.03444	0.059133	0.02627	0.007034	0.056408	False	0	0.0
C18orf54	61	0.034439	0.086937	0.053993	0.086937	0.006473	False	0	0.0
BTBD10	22	0.034436	0.059793	0.059793	0.058036	0.009096	False	0	0.0
RAD9B	31	0.034432	0.063794	0.063794	0.048283	0.001119	False	0	0.0
SBK3	44	0.034428	0.080268	0.001595	0.080268	0.064931	False	0	0.0
UCP1	28	0.034426	0.077157	0.077157	0.028089	0.012774	False	0	0.0
PIWIL3	102	0.034407	0.064795	0.030299	0.05086	0.064795	False	0	0.0
LOC124902624	6	0.034388	0.080776	0.015028	0.071913	0.080776	False	0	0.0
SMIM15	7	0.034385	0.034385	None	None	None	False	0	0.0
NUDT5	13	0.034384	0.046971	0.03626	0.046971	None	False	0	0.0
NSG1	18	0.034382	0.092986	0.057146	0.092986	0.001102	False	0	0.0
UGT1A4	58	0.034379	0.043239	0.037398	0.02172	0.043239	False	0	0.0
HPDL	15	0.034371	0.043261	0.043261	0.034223	0.019052	False	0	0.0
STAT6	97	0.034361	0.078426	0.007497	0.078426	0.065584	False	0	0.0
TNFSF12	15	0.03436	0.067742	0.023428	0.041696	0.067742	False	0	0.0
CCDC103	12	0.034354	0.091169	0.037583	0.012797	0.091169	False	0	0.0
ZNF595	73	0.034341	0.059811	0.059811	0.054268	0.0	False	0	0.0
GATA2	21	0.034337	0.067256	0.027875	0.063545	0.067256	False	0	0.0
TMEM106A	14	0.034335	0.035831	0.031343	0.035831	None	False	0	0.0
SLC43A3	48	0.034334	0.053713	0.051638	0.053713	0.021777	False	0	0.0
LY86-AS1	4	0.03432	0.03432	0.03432	None	None	False	0	0.0
LGALSL-DT	5	0.034319	0.034319	None	None	None	False	0	0.0
TRS-CGA3-1	10	0.034296	0.065619	0.037451	0.005691	0.065619	False	0	0.0
GNAI3	18	0.034289	0.104423	0.01803	0.104423	0.048301	False	0	0.0
ASPRV1	32	0.034284	0.067494	0.067161	0.067494	0.0	False	0	0.0
SIAH1	11	0.034283	0.057257	0.057257	0.041547	0.015018	False	0	0.0
SPIN1	7	0.034265	0.059438	0.048582	0.059438	0.015738	False	0	0.0
ZNF471	44	0.034251	0.066741	0.030788	0.04866	0.066741	False	0	0.0
HMGCR	32	0.03425	0.051174	0.051174	0.044587	0.023238	False	0	0.0
LOC122513141	31	0.034234	0.063175	0.013901	0.063175	0.043743	False	0	0.0
LOC124903452	28	0.034229	0.068257	0.022765	0.068257	0.053205	False	0	0.0
TBX3	29	0.034227	0.062852	0.054399	0.062852	0.002527	False	0	0.0
TBC1D16	96	0.034223	0.0514	0.0514	0.039815	0.046705	False	0	0.0
TRAV8-1	5	0.034219	0.034219	None	0.034219	None	False	0	0.0
HIP1	57	0.03421	0.075666	0.040232	0.014968	0.075666	False	0	0.0
SNX6	12	0.034206	0.06379	0.036824	0.06379	None	False	0	0.0
SULF1	68	0.034204	0.061923	0.031936	0.036828	0.061923	False	0	0.0
MARCHF1	43	0.034201	0.06508	0.034398	0.034764	0.06508	False	0	0.0
MED7	19	0.0342	0.034626	0.034619	0.033355	None	False	0	0.0
PRRX1	14	0.034191	0.034191	0.034191	0.034191	None	False	0	0.0
SESN3	29	0.034191	0.047082	0.028782	0.026709	None	False	0	0.0
LINC01138	12	0.034189	0.080601	0.032083	0.012603	0.080601	False	0	0.0
GLS	45	0.034173	0.06226	0.016248	0.044507	0.06226	False	0	0.0
POMK	21	0.034171	0.047119	0.043628	0.047119	None	False	0	0.0
OR4A16	97	0.03417	0.08524	0.025331	0.08524	0.050035	False	0	0.0
AFG1L	51	0.034152	0.086015	0.023632	0.015137	0.008499	False	0	0.0
TBC1D3H	16	0.03414	0.03414	0.03414	0.03414	None	False	0	0.0
SRSF7	16	0.034121	0.058332	0.051121	0.003338	0.058332	False	0	0.0
LOC728715	10	0.034117	0.076879	0.021674	0.076879	None	False	0	0.0
ZNF420	35	0.034117	0.064552	0.064552	0.002384	0.050182	False	0	0.0
LRRC45	44	0.034114	0.061903	0.034341	0.024314	0.061903	False	0	0.0
OR10R2	29	0.034112	0.075649	0.036335	0.075649	0.0169	False	0	0.0
PAICS	56	0.034103	0.045512	0.042328	0.045512	0.044577	False	0	0.0
NUP98	107	0.034101	0.062906	0.062906	0.03828	0.026247	False	0	0.0
FZR1	37	0.034097	0.057355	0.057355	0.051969	0.006458	False	0	0.0
MB21D2	19	0.034094	0.079719	0.015833	0.079719	0.0563	False	0	0.0
GYS2	42	0.034092	0.058104	0.058104	0.038357	0.021093	False	0	0.0
LOC124903276	5	0.034091	0.034091	0.034091	None	None	False	0	0.0
PDZK1P1	7	0.034084	0.059597	0.059597	None	None	False	0	0.0
NMBR	44	0.034083	0.087818	0.024119	0.036062	0.087818	False	0	0.0
TFEB	35	0.034072	0.076533	0.036937	0.076533	0.019741	False	0	0.0
FNBP1L	20	0.03407	0.054934	0.054934	0.054817	0.006997	False	0	0.0
RNH1	34	0.03407	0.067873	0.029612	0.067873	0.033523	False	0	0.0
LOC105370919	4	0.034062	0.034062	0.034062	None	None	False	0	0.0
TSSK2	30	0.034042	0.060781	0.033558	0.024866	0.0	False	0	0.0
ATXN7L1	49	0.034041	0.056517	0.056517	0.053448	0.001368	False	0	0.0
ANKRD34C	20	0.034036	0.053199	0.044659	0.053199	0.029037	False	0	0.0
APP	33	0.034023	0.05651	0.055081	0.055742	0.0	False	0	0.0
FBL	20	0.034023	0.072608	0.072608	0.032599	0.013166	False	0	0.0
SDC1	35	0.034016	0.065908	0.0282	0.0487	0.065908	False	0	0.0
CHST9	22	0.034006	0.083599	0.043338	0.083599	0.006473	False	0	0.0
UBL4B	12	0.034003	0.034003	0.034003	0.034003	None	False	0	0.0
SLC43A1	35	0.033993	0.058453	0.042677	0.058453	0.010201	False	0	0.0
FAM168B	49	0.033974	0.066245	0.066245	0.056946	0.0	False	0	0.0
LOC107985891	5	0.033974	0.066529	None	None	None	False	0	0.0
ITFG2	17	0.033963	0.06009	0.056303	0.06009	0.0	False	0	0.0
PSORS1C2	15	0.033961	0.067985	0.067985	0.02975	0.046306	False	0	0.0
LINC01404	8	0.033959	0.085788	0.008158	0.085788	None	False	0	0.0
KRTAP10-1	73	0.033953	0.086775	0.031223	0.086775	0.015614	False	0	0.0
F3	14	0.033951	0.042893	0.042893	0.042335	None	False	0	0.0
FAHD1	22	0.033946	0.05486	0.041441	0.041131	0.005193	False	0	0.0
IGLV3-15	18	0.033945	0.094551	0.024553	0.025742	0.094551	False	0	0.0
SPON1	48	0.033932	0.09537	0.023149	0.09537	0.024138	False	0	0.0
PRKCSH	52	0.033929	0.055475	0.055475	0.049083	0.024069	False	0	0.0
TRIM49D1	27	0.033901	0.078142	0.021461	0.078142	0.044864	False	0	0.0
ADAMTS7P1	23	0.0339	0.053594	0.047502	0.053594	0.007406	False	0	0.0
OSGEP	15	0.033884	0.084378	0.004714	0.084378	0.057102	False	0	0.0
PCGF2	17	0.033879	0.077332	0.035842	0.077332	0.031249	False	0	0.0
PHOX2A	12	0.033878	0.046583	0.032106	0.029746	0.046583	False	0	0.0
KCNT2	57	0.033874	0.054403	0.054403	0.047665	0.010864	False	0	0.0
CBLN1	5	0.033861	0.033861	None	None	None	False	0	0.0
INSM1	34	0.033861	0.072008	0.017932	0.033781	0.072008	False	0	0.0
LINC02273	4	0.033858	0.074909	0.074909	0.004148	None	False	0	0.0
HOXC5	9	0.03385	0.03563	0.03563	0.03563	None	False	0	0.0
DOK3	58	0.033847	0.053423	0.035288	0.031317	0.053423	False	0	0.0
ABLIM3	50	0.033838	0.052257	0.035821	0.052257	0.042127	False	0	0.0
ADRB1	27	0.033827	0.063297	0.033248	0.063297	0.008664	False	0	0.0
ZBED8	32	0.033818	0.08081	0.05354	0.08081	0.011248	False	0	0.0
THOC6	21	0.033815	0.058681	0.03048	0.058681	0.044807	False	0	0.0
CCDC201	40	0.033808	0.076884	0.032704	0.076884	0.020793	False	0	0.0
LOC122455338	21	0.033806	0.064023	0.0529	0.049728	0.0	False	0	0.0
TTC27	55	0.033806	0.061301	0.061301	0.05644	0.005628	False	0	0.0
DEFB104B	6	0.033796	0.033796	0.033796	None	None	False	0	0.0
FRMD6	62	0.033796	0.063249	0.063249	0.021455	0.046034	False	0	0.0
CYP4F8	35	0.033772	0.052356	0.052356	0.004563	0.045348	False	0	0.0
HENMT1	24	0.03376	0.079827	0.014311	0.060423	0.079827	False	0	0.0
ZDHHC12	38	0.033759	0.05293	0.046831	0.040649	0.018415	False	0	0.0
TBC1D31	76	0.033756	0.084625	0.027445	0.084625	0.026674	False	0	0.0
FAM186A	268	0.033753	0.04094	0.04094	0.04053	0.032347	False	0	0.0
LOC105376978	6	0.033749	0.050021	0.039225	None	0.050021	False	0	0.0
TTC26	24	0.033743	0.06817	0.06817	0.027224	0.021906	False	0	0.0
LOC102723370	13	0.03374	0.076436	0.034005	0.076436	0.04564	False	0	0.0
LOC105378901	4	0.033733	0.060856	0.038081	None	0.060856	False	0	0.0
ASB8	16	0.033731	0.065902	0.04576	0.008958	0.065902	False	0	0.0
KRTAP5-5	37	0.033728	0.053396	0.016476	0.053396	0.050482	False	0	0.0
LOC124902939	6	0.033719	0.063842	0.038313	0.053383	0.002517	False	0	0.0
FHL2	30	0.033717	0.060247	0.060247	0.012844	0.059928	False	0	0.0
REG1B	23	0.033707	0.080071	0.080071	0.021852	0.015248	False	0	0.0
OS9	30	0.033706	0.073244	0.015521	0.066916	0.073244	False	0	0.0
SIX3	26	0.033705	0.056956	0.03405	0.041224	0.035371	False	0	0.0
TICAM2	15	0.033704	0.034108	0.034108	0.034108	None	False	0	0.0
ZNF189	66	0.033703	0.063405	0.021478	0.034937	0.029414	False	0	0.0
LNX2	86	0.033702	0.056357	0.055272	0.056357	0.030656	False	0	0.0
TPP1	38	0.033683	0.047205	0.0392	0.047205	0.04571	False	0	0.0
AASS	49	0.033681	0.073825	0.055691	0.038422	0.0	False	0	0.0
SLFN12	34	0.033676	0.052874	0.052455	0.024428	0.052874	False	0	0.0
HNRNPUL2	35	0.033667	0.062296	0.019969	0.061027	0.062296	False	0	0.0
OLFML1	38	0.033659	0.057393	0.057393	0.048665	0.01032	False	0	0.0
CYP2B6	94	0.033643	0.064707	0.035403	0.064707	0.03425	False	0	0.0
LINC01252	8	0.03364	0.035415	0.032848	0.035415	None	False	0	0.0
PAPSS2	31	0.033636	0.044471	0.04067	0.044471	0.031884	False	0	0.0
KASH5	70	0.033635	0.069841	0.03661	0.031333	0.0	False	0	0.0
LOC124900290	57	0.033633	0.073219	0.016211	0.073219	0.023877	False	0	0.0
NF2	29	0.033629	0.063964	0.06096	0.063964	0.0	False	0	0.0
PTGER4	36	0.033624	0.07728	0.030354	0.07728	0.024282	False	0	0.0
ENTHD1	36	0.03362	0.072106	0.028196	0.023134	0.01872	False	0	0.0
P3H1	71	0.033614	0.065938	0.027706	0.065938	0.052959	False	0	0.0
CLNK	36	0.033594	0.077998	0.041599	0.077998	0.016878	False	0	0.0
LOC105370866	5	0.033591	0.048451	0.048451	0.034136	0.036415	False	0	0.0
SLC9B2	38	0.033581	0.07566	0.019536	0.018937	0.0	False	0	0.0
VAC14-AS1	5	0.033574	0.034571	0.03158	0.034571	None	False	0	0.0
ETV7	53	0.033573	0.074823	0.034323	0.021626	0.074823	False	0	0.0
TRK-TTT7-1	13	0.033566	0.082072	0.015013	0.046323	0.002802	False	0	0.0
PINLYP	24	0.033542	0.054887	0.033546	0.040087	0.054887	False	0	0.0
LINC00605	5	0.033531	0.05383	0.051919	None	0.025969	False	0	0.0
PPIB	10	0.03353	0.045757	0.045757	None	0.045646	False	0	0.0
DDIT3	14	0.033525	0.041695	0.034681	0.024198	None	False	0	0.0
TADA2B	16	0.033517	0.035249	0.030052	0.035249	None	False	0	0.0
MLLT1	40	0.033516	0.067976	0.052307	0.001085	0.067976	False	0	0.0
IGKV1D-27	16	0.033511	0.063982	0.063982	0.001254	0.059133	False	0	0.0
C17orf80	59	0.033501	0.04929	0.037382	0.04929	0.045169	False	0	0.0
DGAT2	43	0.033501	0.066336	0.057418	0.066336	0.00119	False	0	0.0
METTL2B	24	0.033498	0.059619	0.031728	0.050991	0.059619	False	0	0.0
CADM3	19	0.033493	0.0618	0.039405	0.007599	0.05866	False	0	0.0
GCGR	61	0.033489	0.055066	0.055066	0.012055	0.039438	False	0	0.0
IRF8	54	0.033481	0.045402	0.035491	0.045402	0.042334	False	0	0.0
LOC107983989	61	0.03348	0.066259	0.01707	0.036818	0.018164	False	0	0.0
CFL1P1	3	0.033461	0.05619	0.028743	0.015452	None	False	0	0.0
SKOR2	74	0.033459	0.094989	0.021156	0.029363	0.094989	False	0	0.0
GH1	32	0.033445	0.067696	0.051043	0.041148	0.0	False	0	0.0
CEP135	59	0.03344	0.056463	0.053453	0.015456	0.056463	False	0	0.0
SECISBP2	52	0.033438	0.045142	0.043887	0.045142	0.03454	False	0	0.0
SRRM2-AS1	6	0.033427	0.033427	0.033427	0.033427	None	False	0	0.0
MUC15	29	0.03342	0.083626	0.03189	0.037811	0.083626	False	0	0.0
LMCD1	37	0.033415	0.055798	0.021666	0.055798	0.01596	False	0	0.0
PCDHB2	67	0.033413	0.059152	0.021815	0.055385	0.013705	False	0	0.0
KCNJ10	19	0.033404	0.063376	0.063376	0.009937	0.061151	False	0	0.0
CRLF3	22	0.033403	0.072263	0.01785	0.041173	0.0	False	0	0.0
BEND4	35	0.033402	0.061275	0.04689	0.058846	0.0	False	0	0.0
MPL	28	0.033398	0.066152	0.066152	0.041779	0.017816	False	0	0.0
TMEM203	6	0.033387	0.033387	0.033387	None	None	False	0	0.0
MAGEL2	95	0.033385	0.061876	0.061876	0.026036	0.034341	False	0	0.0
NPY4R	38	0.033377	0.058174	0.058174	0.054255	0.000589	False	0	0.0
OR51A4	28	0.033372	0.05088	0.05088	0.026764	0.015862	False	0	0.0
MRPS31	24	0.033367	0.049668	0.039645	0.009463	0.049668	False	0	0.0
LOC124902725	3	0.033366	0.100097	0.100097	None	0.0	False	0	0.0
GCSAM	28	0.033356	0.043658	0.034538	0.041086	0.024393	False	0	0.0
CLN8	46	0.033349	0.060523	0.009359	0.030286	0.016237	False	0	0.0
FBXO21	24	0.033348	0.070269	0.070269	0.014697	0.025194	False	0	0.0
FAM86C2P	4	0.033315	0.033315	None	None	0.033315	False	0	0.0
RPL13AP6	5	0.033315	0.033315	None	None	0.033315	False	0	0.0
GFOD2	28	0.033304	0.059688	0.016373	0.008023	None	False	0	0.0
LOC124903680	16	0.033302	0.042275	0.042275	0.037424	None	False	0	0.0
ENTPD4	67	0.033278	0.07881	0.035185	0.015979	0.07881	False	0	0.0
PISD	42	0.033271	0.044291	0.021843	0.03164	0.025412	False	0	0.0
LSAMP	88	0.033247	0.059414	0.021436	0.059414	0.045511	False	0	0.0
FBXL6	46	0.033238	0.042774	0.021508	0.042774	0.042719	False	0	0.0
MEX3B	24	0.03323	0.098357	0.040125	0.010052	0.010019	False	0	0.0
OR51M1	40	0.03323	0.062047	0.017527	0.041674	0.062047	False	0	0.0
BTN3A3	50	0.033229	0.089948	0.012403	0.089948	0.061546	False	0	0.0
WNT6	17	0.033225	0.052762	0.04348	0.052762	0.02437	False	0	0.0
TRA-AGC24-1	8	0.033223	0.08614	0.015917	0.08614	None	False	0	0.0
AP4S1	19	0.033218	0.054986	0.053757	0.054986	0.002729	False	0	0.0
ARMC6	39	0.033211	0.059418	0.053164	0.059418	0.0	False	0	0.0
SYT10	24	0.033203	0.049475	0.045014	0.049475	0.023947	False	0	0.0
H2AC15	14	0.033201	0.035311	0.035311	0.033226	None	False	0	0.0
ZNF687	76	0.033201	0.05492	0.030737	0.04498	0.020461	False	0	0.0
OR2T2	61	0.033184	0.055832	0.055832	0.052451	0.002606	False	0	0.0
LOC124902878	4	0.033183	0.033183	0.033183	None	None	False	0	0.0
PAXX	19	0.033183	0.058317	0.058317	0.051872	0.0	False	0	0.0
LOC102724102	3	0.033179	0.033184	0.033174	None	None	False	0	0.0
ZNF8-ERVK3-1	4	0.033179	0.033184	0.033174	0.033184	None	False	0	0.0
LOC105370886	6	0.033178	0.062028	0.045566	0.052266	0.003376	False	0	0.0
SLC44A3-AS1	7	0.033173	0.03361	0.03361	0.032298	None	False	0	0.0
DRAP1	8	0.033166	0.033166	0.033166	None	None	False	0	0.0
MIER1	35	0.033166	0.068768	0.056134	0.0	0.068768	False	0	0.0
RPL26L1	12	0.033158	0.051055	0.041789	0.051055	0.029615	False	0	0.0
ARHGAP26-AS1	7	0.033149	0.033152	0.033145	0.033152	None	False	0	0.0
TGM1	78	0.033147	0.05351	0.05274	0.05351	0.014769	False	0	0.0
DERL2	31	0.033131	0.060985	0.020334	0.048683	0.060985	False	0	0.0
CRYZL1	8	0.03313	0.034788	0.034788	None	0.032302	False	0	0.0
ZNF134	27	0.033112	0.051593	0.051593	0.048582	0.012089	False	0	0.0
GPR183	16	0.033101	0.070613	0.070613	0.0	0.052649	False	0	0.0
HLA-E	34	0.033095	0.073405	0.016859	0.073405	0.042621	False	0	0.0
PIK3C3	34	0.033075	0.066098	0.05127	0.011842	0.066098	False	0	0.0
OOSP4B	14	0.033066	0.071559	0.0	0.00718	None	False	0	0.0
DHODH	35	0.033048	0.080349	0.0	0.074806	0.080349	False	0	0.0
CEP97	43	0.033046	0.085887	0.006367	0.065945	0.085887	False	0	0.0
PRMT2	39	0.033031	0.049144	0.049144	0.036343	0.027579	False	0	0.0
DTX1	39	0.033019	0.046041	0.046041	0.044537	0.039295	False	0	0.0
MFSD10	61	0.033006	0.057219	0.046164	0.057219	0.00553	False	0	0.0
LINGO1	52	0.033	0.066064	0.015105	0.011197	0.048453	False	0	0.0
ZNF620	34	0.032992	0.064735	0.030033	0.004301	0.064735	False	0	0.0
HES2	10	0.032985	0.032985	0.032985	None	None	False	0	0.0
TMEM241	33	0.032982	0.044717	0.044717	0.026327	0.033183	False	0	0.0
LOC124903533	3	0.032974	0.035166	0.030764	0.03299	None	False	0	0.0
LINC01360	4	0.03297	0.082137	0.005662	0.032469	0.082137	False	0	0.0
CD72	20	0.032967	0.057149	0.001079	0.05093	0.057149	False	0	0.0
LRRC3C	35	0.032927	0.065989	0.014237	0.065989	0.057232	False	0	0.0
SCAMP4	31	0.032917	0.050648	0.03348	0.047235	0.050648	False	0	0.0
ZNF784	14	0.032906	0.062484	0.060479	0.0	0.062484	False	0	0.0
ABT1	15	0.032905	0.057609	0.025255	0.032249	0.057609	False	0	0.0
